,tweet,cn,offensive,stance,informativeness,felicity,tweet_id
110,el pueblo exige mas atencion en cuanto al sistema alimentario y contra la especulacion de precios impuesto por los chinos turcos arabes y colombianos defendamos lo nuestro hagamos patria @user @user @user @user @user @user https://t co/26zwsii2vz,"<extra_id_25> La especulación de precios es una especuación de chinos turcos, arabes y colombianos, y no es cierto que los chinos del mundo tienen nada. No hay ninguno de los nios.",1,1,0,1,146
111,""" mientras los manteros atacan a turistas y hay reyertas en el raval ada colau ha visitado el pueblo italiano de riace repoblado dando casas a inmigrantes y refugiados un """"ejemplo de acogida integración y lucha contra la xenofobia"""" pues que se quede allí indefinidamente ""","<extra_id_48> Gracias a los manteros, eso no es cierto que los turistas atacan a turista, y esa es una ejemplo de integración y lucha contra la xenofobia. No es lo que tiene que hacer. No hay nada que tienen que hacerlo. <extra_id_69>",2,2,0,1,35
112,@user @user @user con q vengan muchos ya sobra aquí hay demasiados d todos subsaharianos en las calles tirados manteros perjudicando comercios legales y vendiendo copias marroquíes donde trabaja el y viven la mujer 4 niños y 4 abuelos en ciudades y pueblos estamos llenos a su casa,<extra_id_69> Y eso no es cierto que los subsaharianos tienen que vender copias marroques. No es necesario que las nias y los abuelos tienen esas cosas.,2,2,0,1,40
113,la inmigraciòn de africa y países árebes es una estrategia para entrar a europa y atacarla desde dentro como hace mil años hicieron los barbaros para destruir el imperio romano el islan ataca una europa lacsa en leyes y desunida marina lepen tiene razón nada d inmigrantes https://t co/nzduyei7x5," No es cierto que el imperio romano tiene ninguna razón en el mundo, pero eso no es lo que tiene. ",3,2,0,1,104
114,el pueblo exige mas atencion en cuanto al sistema alimentario y contra la especulacion de precios impuesto por los chinos turcos arabes y colombianos defendamos lo nuestro hagamos patria @user @user @user @user @user @user https://t co/26zwsii2vz," No es cierto que el pueblo exige más atención en el sistema alimentario y contra el especulación de precios impuesto por los chinos turcos, esos colombianos. ",3,3,1,3,146
115,y en toda europa se estan matando y violando a millones y millones de blancos pero eso ni lo mencionas tampoco mencionas que esos negros y arabes causan problemas https://t co/jmxzmny6qw, Por qué eso no es cierto? No es un problema. ,3,3,1,3,130
116,obviamente @user no iba a desvelar la nacionalidad de los 3 moro mierdas que han abusado en tudela de una niña, No es cierto que eso es una de las personas que han abusado en el trabajo de una nia. ,3,2,0,1,155
117,como son españoles nada sin fueran refugiados gloria hashtag migrates hashtag refugiados hashtag españaloprimero https://t co/jkc8iys32c, No es cierto que son espaoles nada sin fueran refugiados gloria. ,3,3,1,1,101
118,""" mientras los manteros atacan a turistas y hay reyertas en el raval ada colau ha visitado el pueblo italiano de riace repoblado dando casas a inmigrantes y refugiados un """"ejemplo de acogida integración y lucha contra la xenofobia"""" pues que se quede allí indefinidamente """, Por qué eso es cierto? No es realmente cierto que el nmero de personas tienen ninguna ayuda en el mundo? ,3,2,0,1,35
119,@user @user @user con q vengan muchos ya sobra aquí hay demasiados d todos subsaharianos en las calles tirados manteros perjudicando comercios legales y vendiendo copias marroquíes donde trabaja el y viven la mujer 4 niños y 4 abuelos en ciudades y pueblos estamos llenos a su casa, Por qué eso es cierto que trabaja en el lugar en que esas nias tienen ninguna edad? ,3,2,0,1,40
120,la inmigraciòn de africa y países árebes es una estrategia para entrar a europa y atacarla desde dentro como hace mil años hicieron los barbaros para destruir el imperio romano el islan ataca una europa lacsa en leyes y desunida marina lepen tiene razón nada d inmigrantes https://t co/nzduyei7x5," No es cierto que el imperio romano el islámico está en el pas, y eso no es lo que es necesario. ",2,2,0,1,104
121,el pueblo exige mas atencion en cuanto al sistema alimentario y contra la especulacion de precios impuesto por los chinos turcos arabes y colombianos defendamos lo nuestro hagamos patria @user @user @user @user @user @user https://t co/26zwsii2vz," Por qué eso es cierto? No es lo que es necesario en el sistema alimentario y contra la especulación de precios impuesto por los chinos turcos, el colombiano y el nio? ",2,2,0,1,146
122,y en toda europa se estan matando y violando a millones y millones de blancos pero eso ni lo mencionas tampoco mencionas que esos negros y arabes causan problemas https://t co/jmxzmny6qw, Y en todo Europa se están matando y violando a millones y millones de blancos? ,2,2,0,2,130
123,obviamente @user no iba a desvelar la nacionalidad de los 3 moro mierdas que han abusado en tudela de una niña, No es cierto que eso es una prueba de abuso de una nia. ,2,2,0,3,155
124,como son españoles nada sin fueran refugiados gloria hashtag migrates hashtag refugiados hashtag españaloprimero https://t co/jkc8iys32c," No hay ninguna idea de refugiados gloria, eso no es cierto. ",2,2,0,1,101
125,""" mientras los manteros atacan a turistas y hay reyertas en el raval ada colau ha visitado el pueblo italiano de riace repoblado dando casas a inmigrantes y refugiados un """"ejemplo de acogida integración y lucha contra la xenofobia"""" pues que se quede allí indefinidamente """, Por qué eso es cierto? No es una evidencia de integración y la lucha contra el xenofobia? ,3,3,3,1,35
126,@user @user @user con q vengan muchos ya sobra aquí hay demasiados d todos subsaharianos en las calles tirados manteros perjudicando comercios legales y vendiendo copias marroquíes donde trabaja el y viven la mujer 4 niños y 4 abuelos en ciudades y pueblos estamos llenos a su casa, Por qué eso es cierto que trabajas en el lugar en que esas nias tienen que ayudarse a las personas que tienen ninguna edad? ,2,2,0,1,40
127," mientras los manteros atacan a turistas y hay reyertas en el raval ada colau ha visitado el pueblo italiano de riace repoblado dando casas a inmigrantes y refugiados un ""ejemplo de acogida integración y lucha contra la xenofobia"" pues que se quede allí indefinidamente ",Lo dices solo porque te caen mal los inmigrantes y eso. Realmente no es que este mal lo que hizo.,3,3,3,3,35
128," mientras los manteros atacan a turistas y hay reyertas en el raval ada colau ha visitado el pueblo italiano de riace repoblado dando casas a inmigrantes y refugiados un ""ejemplo de acogida integración y lucha contra la xenofobia"" pues que se quede allí indefinidamente ",Estas suponiendo que solo los manteros agreden personas y eso es prejuicioso. Ademas no es cierto,3,3,3,3,35
129," mientras los manteros atacan a turistas y hay reyertas en el raval ada colau ha visitado el pueblo italiano de riace repoblado dando casas a inmigrantes y refugiados un ""ejemplo de acogida integración y lucha contra la xenofobia"" pues que se quede allí indefinidamente ","No entiendo que tiene de malo que se de ""un ejemplo de acogida integración y lucha contra la xenofobia"".  Además los manteros y las agresiones a turistas no tienen nada que ver.",3,3,3,3,35
130,la inmigraciòn de africa y países árebes es una estrategia para entrar a europa y atacarla desde dentro como hace mil años hicieron los barbaros para destruir el imperio romano el islan ataca una europa lacsa en leyes y desunida marina lepen tiene razón nada d inmigrantes https://t co/nzduyei7x5,Que a ti te caigan mal ellos no significa que tenga razón. No se toma una decisión tan grande en base a prejuicios.,3,3,3,3,104
131,la inmigraciòn de africa y países árebes es una estrategia para entrar a europa y atacarla desde dentro como hace mil años hicieron los barbaros para destruir el imperio romano el islan ataca una europa lacsa en leyes y desunida marina lepen tiene razón nada d inmigrantes https://t co/nzduyei7x5,Los inmigrantes no son barbaros ni intentan invadir nada. Vienen por su cuenta a intentar ganarse la vida.,3,3,3,3,104
132,la inmigraciòn de africa y países árebes es una estrategia para entrar a europa y atacarla desde dentro como hace mil años hicieron los barbaros para destruir el imperio romano el islan ataca una europa lacsa en leyes y desunida marina lepen tiene razón nada d inmigrantes https://t co/nzduyei7x5,No tiene sentido que alguien intente destruir el lugar donde vive. Esta gente va en busca de una mejor vida.,3,3,3,3,104
133,obviamente @user no iba a desvelar la nacionalidad de los 3 moro mierdas que han abusado en tudela de una niña,Pues quizás porque no es relevante realmente.,3,3,3,3,155
134,obviamente @user no iba a desvelar la nacionalidad de los 3 moro mierdas que han abusado en tudela de una niña,Que sea moro no tiene nada que ver. Hay tantos violadores moros como en cualquier otro grupo.,3,3,3,3,155
135,obviamente @user no iba a desvelar la nacionalidad de los 3 moro mierdas que han abusado en tudela de una niña,Es muy triste que ocurra eso pero si te enfocas solo en su nacionalidad estas dejando ver que es lo unico que te importa.,3,3,3,3,155
136,los subsaharianos conocedores de que nuestro sistema de pensiones está en riesgo se organizan para asaltar nuestra frontera y hacerse cargo de nuestras jubilaciones no temáis sólo vienen con el ánimo de hacer viables nuestros servicios sociales https://t co/xlb1dhgd9w,Tampoco hay que ridiculizar al punto de vista opuesto. Seguro vienen buscando una mejor vida y ya.,3,3,3,3,150
137,los subsaharianos conocedores de que nuestro sistema de pensiones está en riesgo se organizan para asaltar nuestra frontera y hacerse cargo de nuestras jubilaciones no temáis sólo vienen con el ánimo de hacer viables nuestros servicios sociales https://t co/xlb1dhgd9w,"No es cierto que se organicen para ""robar"" nuestras jubilaciones. Nuestras jubilaciones no estan en riesgo por unos inmigrantes.",3,3,3,3,150
138,el pueblo exige mas atencion en cuanto al sistema alimentario y contra la especulacion de precios impuesto por los chinos turcos arabes y colombianos defendamos lo nuestro hagamos patria @user @user @user @user @user @user https://t co/26zwsii2vz,Quizás hacer patria si sea luchar contra las especulaciones pero si vas a insistir en que es culpa de otro país nunca hallaras a los responsables.,3,3,3,3,146
139,el pueblo exige mas atencion en cuanto al sistema alimentario y contra la especulacion de precios impuesto por los chinos turcos arabes y colombianos defendamos lo nuestro hagamos patria @user @user @user @user @user @user https://t co/26zwsii2vz,"La existencia de empresarios especuladores y su nacionalidad no tienen nada que ver. No es como que los países ""impongan"" algo así.",3,3,3,3,146
140,el pueblo exige mas atencion en cuanto al sistema alimentario y contra la especulacion de precios impuesto por los chinos turcos arabes y colombianos defendamos lo nuestro hagamos patria @user @user @user @user @user @user https://t co/26zwsii2vz,El pueblo a veces se equivoca y se las agarra con quienes no tienen la culpa de nada.,3,3,3,3,146
141,como son españoles nada sin fueran refugiados gloria hashtag migrates hashtag refugiados hashtag españaloprimero https://t co/jkc8iys32c,No es cierto. Se puede atender a unos sin descuidar a otros.,3,3,3,3,101
142,como son españoles nada sin fueran refugiados gloria hashtag migrates hashtag refugiados hashtag españaloprimero https://t co/jkc8iys32c,"Si con ""gloria"" te refieres a ""atención basica"" pues sí. No seas tan dramático.",3,3,3,3,101
143,@user @user @user con q vengan muchos ya sobra aquí hay demasiados d todos subsaharianos en las calles tirados manteros perjudicando comercios legales y vendiendo copias marroquíes donde trabaja el y viven la mujer 4 niños y 4 abuelos en ciudades y pueblos estamos llenos a su casa,Dices que están llenos porque en realidad no quieres que haya ninguno. ¿O acaso dejarías que se queden los que ya están aquí? Solo estas siendo racista.,3,3,3,3,40
144,@user @user @user con q vengan muchos ya sobra aquí hay demasiados d todos subsaharianos en las calles tirados manteros perjudicando comercios legales y vendiendo copias marroquíes donde trabaja el y viven la mujer 4 niños y 4 abuelos en ciudades y pueblos estamos llenos a su casa,"No es cierto que anden ""tirados vendiendo copias"". Además ser vendedor ambulante es un empleo tan digno como cualquier otro.",3,3,3,3,40
145,@user @user @user con q vengan muchos ya sobra aquí hay demasiados d todos subsaharianos en las calles tirados manteros perjudicando comercios legales y vendiendo copias marroquíes donde trabaja el y viven la mujer 4 niños y 4 abuelos en ciudades y pueblos estamos llenos a su casa,No es cierto que seamos demasiados como tampoco es verdad lo que dices de ellos.,3,3,3,3,40
146,y en toda europa se estan matando y violando a millones y millones de blancos pero eso ni lo mencionas tampoco mencionas que esos negros y arabes causan problemas https://t co/jmxzmny6qw,Es dificil mencionar algo tan delirante como eso cuando se intenta ser objetivo. Es normal que no se mencione.,3,3,3,3,130
147,y en toda europa se estan matando y violando a millones y millones de blancos pero eso ni lo mencionas tampoco mencionas que esos negros y arabes causan problemas https://t co/jmxzmny6qw,Dices que los árabes y negros causan problemas pero no es cierto. Como en todos lados algunos quizá delinquen muchos otros trabajan y aportan.,3,3,3,3,130
148,y en toda europa se estan matando y violando a millones y millones de blancos pero eso ni lo mencionas tampoco mencionas que esos negros y arabes causan problemas https://t co/jmxzmny6qw,Lo dices como si Europa estuviera en guerra. ¿Hay delito? Sí. ¿Genocidio? Estas siendo paranoico.,3,3,3,3,130
149," mientras los manteros atacan a turistas y hay reyertas en el raval ada colau ha visitado el pueblo italiano de riace repoblado dando casas a inmigrantes y refugiados un ""ejemplo de acogida integración y lucha contra la xenofobia"" pues que se quede allí indefinidamente ",Lo dices solo porque te caen mal los inmigrantes y eso. Realmente no es que este mal lo que hizo.,3,3,3,3,35
150," mientras los manteros atacan a turistas y hay reyertas en el raval ada colau ha visitado el pueblo italiano de riace repoblado dando casas a inmigrantes y refugiados un ""ejemplo de acogida integración y lucha contra la xenofobia"" pues que se quede allí indefinidamente ",Estas suponiendo que solo los manteros agreden personas y eso es prejuicioso. Ademas no es cierto,3,3,3,3,35
151," mientras los manteros atacan a turistas y hay reyertas en el raval ada colau ha visitado el pueblo italiano de riace repoblado dando casas a inmigrantes y refugiados un ""ejemplo de acogida integración y lucha contra la xenofobia"" pues que se quede allí indefinidamente ","No entiendo que tiene de malo que se de ""un ejemplo de acogida integración y lucha contra la xenofobia"".  Además los manteros y las agresiones a turistas no tienen nada que ver.",3,3,3,3,35
152,la inmigraciòn de africa y países árebes es una estrategia para entrar a europa y atacarla desde dentro como hace mil años hicieron los barbaros para destruir el imperio romano el islan ataca una europa lacsa en leyes y desunida marina lepen tiene razón nada d inmigrantes https://t co/nzduyei7x5,Que a ti te caigan mal ellos no significa que tenga razón. No se toma una decisión tan grande en base a prejuicios.,3,3,3,3,104
153,la inmigraciòn de africa y países árebes es una estrategia para entrar a europa y atacarla desde dentro como hace mil años hicieron los barbaros para destruir el imperio romano el islan ataca una europa lacsa en leyes y desunida marina lepen tiene razón nada d inmigrantes https://t co/nzduyei7x5,Los inmigrantes no son barbaros ni intentan invadir nada. Vienen por su cuenta a intentar ganarse la vida.,3,3,3,3,104
154,la inmigraciòn de africa y países árebes es una estrategia para entrar a europa y atacarla desde dentro como hace mil años hicieron los barbaros para destruir el imperio romano el islan ataca una europa lacsa en leyes y desunida marina lepen tiene razón nada d inmigrantes https://t co/nzduyei7x5,No tiene sentido que alguien intente destruir el lugar donde vive. Esta gente va en busca de una mejor vida.,3,3,3,3,104
155,obviamente @user no iba a desvelar la nacionalidad de los 3 moro mierdas que han abusado en tudela de una niña,Pues quizás porque no es relevante realmente.,3,3,3,3,155
156,obviamente @user no iba a desvelar la nacionalidad de los 3 moro mierdas que han abusado en tudela de una niña,Que sea moro no tiene nada que ver. Hay tantos violadores moros como en cualquier otro grupo.,3,3,3,3,155
157,obviamente @user no iba a desvelar la nacionalidad de los 3 moro mierdas que han abusado en tudela de una niña,Es muy triste que ocurra eso pero si te enfocas solo en su nacionalidad estas dejando ver que es lo unico que te importa.,3,3,3,3,155
158,los subsaharianos conocedores de que nuestro sistema de pensiones está en riesgo se organizan para asaltar nuestra frontera y hacerse cargo de nuestras jubilaciones no temáis sólo vienen con el ánimo de hacer viables nuestros servicios sociales https://t co/xlb1dhgd9w,Tampoco hay que ridiculizar al punto de vista opuesto. Seguro vienen buscando una mejor vida y ya.,3,3,3,3,150
159,los subsaharianos conocedores de que nuestro sistema de pensiones está en riesgo se organizan para asaltar nuestra frontera y hacerse cargo de nuestras jubilaciones no temáis sólo vienen con el ánimo de hacer viables nuestros servicios sociales https://t co/xlb1dhgd9w,"No es cierto que se organicen para ""robar"" nuestras jubilaciones. Nuestras jubilaciones no estan en riesgo por unos inmigrantes.",3,3,3,3,150
160,el pueblo exige mas atencion en cuanto al sistema alimentario y contra la especulacion de precios impuesto por los chinos turcos arabes y colombianos defendamos lo nuestro hagamos patria @user @user @user @user @user @user https://t co/26zwsii2vz,Quizás hacer patria si sea luchar contra las especulaciones pero si vas a insistir en que es culpa de otro país nunca hallaras a los responsables.,3,3,3,3,146
161,el pueblo exige mas atencion en cuanto al sistema alimentario y contra la especulacion de precios impuesto por los chinos turcos arabes y colombianos defendamos lo nuestro hagamos patria @user @user @user @user @user @user https://t co/26zwsii2vz,"La existencia de empresarios especuladores y su nacionalidad no tienen nada que ver. No es como que los países ""impongan"" algo así.",3,3,3,3,146
162,el pueblo exige mas atencion en cuanto al sistema alimentario y contra la especulacion de precios impuesto por los chinos turcos arabes y colombianos defendamos lo nuestro hagamos patria @user @user @user @user @user @user https://t co/26zwsii2vz,El pueblo a veces se equivoca y se las agarra con quienes no tienen la culpa de nada.,3,3,3,3,146
163,como son españoles nada sin fueran refugiados gloria hashtag migrates hashtag refugiados hashtag españaloprimero https://t co/jkc8iys32c,No es cierto. Se puede atender a unos sin descuidar a otros.,3,3,3,3,101
164,como son españoles nada sin fueran refugiados gloria hashtag migrates hashtag refugiados hashtag españaloprimero https://t co/jkc8iys32c,"Si con ""gloria"" te refieres a ""atención basica"" pues sí. No seas tan dramático.",3,3,3,3,101
165,@user @user @user con q vengan muchos ya sobra aquí hay demasiados d todos subsaharianos en las calles tirados manteros perjudicando comercios legales y vendiendo copias marroquíes donde trabaja el y viven la mujer 4 niños y 4 abuelos en ciudades y pueblos estamos llenos a su casa,Dices que están llenos porque en realidad no quieres que haya ninguno. ¿O acaso dejarías que se queden los que ya están aquí? Solo estas siendo racista.,3,3,3,3,40
166,@user @user @user con q vengan muchos ya sobra aquí hay demasiados d todos subsaharianos en las calles tirados manteros perjudicando comercios legales y vendiendo copias marroquíes donde trabaja el y viven la mujer 4 niños y 4 abuelos en ciudades y pueblos estamos llenos a su casa,"No es cierto que anden ""tirados vendiendo copias"". Además ser vendedor ambulante es un empleo tan digno como cualquier otro.",3,3,3,3,40
167,@user @user @user con q vengan muchos ya sobra aquí hay demasiados d todos subsaharianos en las calles tirados manteros perjudicando comercios legales y vendiendo copias marroquíes donde trabaja el y viven la mujer 4 niños y 4 abuelos en ciudades y pueblos estamos llenos a su casa,No es cierto que seamos demasiados como tampoco es verdad lo que dices de ellos.,3,3,3,3,40
168,y en toda europa se estan matando y violando a millones y millones de blancos pero eso ni lo mencionas tampoco mencionas que esos negros y arabes causan problemas https://t co/jmxzmny6qw,Es dificil mencionar algo tan delirante como eso cuando se intenta ser objetivo. Es normal que no se mencione.,3,3,3,3,130
169,y en toda europa se estan matando y violando a millones y millones de blancos pero eso ni lo mencionas tampoco mencionas que esos negros y arabes causan problemas https://t co/jmxzmny6qw,Dices que los árabes y negros causan problemas pero no es cierto. Como en todos lados algunos quizá delinquen muchos otros trabajan y aportan.,3,3,3,3,130
170,y en toda europa se estan matando y violando a millones y millones de blancos pero eso ni lo mencionas tampoco mencionas que esos negros y arabes causan problemas https://t co/jmxzmny6qw,Lo dices como si Europa estuviera en guerra. ¿Hay delito? Sí. ¿Genocidio? Estas siendo paranoico.,3,3,3,3,130
